alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
,P9272,CANADA_AB,,,,,,,,1339120,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11247,SE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394684, 0.338211, 0.204461, 0.026352",P6063_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, wetland/marsh/fen",,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,P0006_P_neocanina_Iceland,100,91,OTU248,otu249,XLII,23,0,
,P9273,CANADA_AB,,,,,,,,792921,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11247,SE,Wetland,Peltigera conspersa TGO,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, wetland/marsh/fen",,,,,,0,0,0,0,0,,23,,
,P9274,CANADA_AB,,,,,,,,1339124,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11232,SW,Wetland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.666695, 0.043578, 0.043229, 0.031452, 0.031451, 0.031223, 0.030800, 0.030692, 0.030571, 0.030515",P309_peltigera_neopolydactyla_1,99.68,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, wetland/marsh/fen",,,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P2072_P_neorufescens2_CostaRica,89.898,96,OTU374,otu253,VIIa,23,0,
,P9275,CANADA_AB,,,,,,,,792707,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11232,SW,Wetland,Peltigera cf. elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, wetland/marsh/fen",,,,Peltigera_neckeri,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU3,otu243,XXX,23,0,
,P9276,CANADA_AB,,,,,,,,792711,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11234,SW,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394806, 0.338408, 0.204292, 0.026288",P6063_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, wetland/marsh/fen",,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,P1486_P_ponojensis_USA,99.393,96,OTU498,otu185,XXX,23,0,
,P9277,CANADA_AB,,,,,,,,793766,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11273,NW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neckeri,Peltigera_neckeri,P1839_P_retifoveata_USA,99.883,96,OTU3,otu213,XXXIIIa,23,0,
,P9278,CANADA_AB,,,,,,,,794254,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11300,NW,Tree/Other,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P1839_P_retifoveata_USA,99.883,96,OTU162,otu213,XXXIIIa,23,0,
,P9279,CANADA_AB,,,,,,,,798261,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11499,NE,Log/Stump,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_extenuata_1,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,OTU135,otu160,XXXIIIb,23,0,
,P9280,CANADA_AB,,,,,,,,795239,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11353,NE,Log/Stump,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neckeri,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU3,otu243,XXX,23,0,
,P9281,CANADA_AB,,,,,,,,795233,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11351,NE,Log/Stump,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_extenuata_1,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,OTU135,otu160,XXXIIIb,23,0,
,P9282,CANADA_AB,,,,,,,,747712,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,7284,SW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.900712, 0.015455, 0.015438, 0.015140, 0.015122",P6060_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,JL31_extenuata_vnf,100,99,OTU50,otu367,XXXIIIa,23,0,
,P9283,CANADA_AB,,,,,,,,746509,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,6875,SE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.269431, 0.262354, 0.223079, 0.060136, 0.053708, 0.051438, 0.049467",P1127_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_malacea_5,Peltigera_malacea_5,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU184,otu401,III,23,0,
,P9284,CANADA_AB,,,,,,,,742954,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,5775,SW,Log/Stump,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_malacea_2,Peltigera_malacea_2,P1179_malacea_Russia,98.219,95,OTU46,otu166,aff_IV,23,potential new nostoc,
,P9285,CANADA_AB,,,,,,,,750456,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,8189,SE,Rock,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,"Rock. Collected from one or more of the following:  boulders, rocks < 50 cm diam.",,,,Peltigera_malacea_3,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU153,otu401,III,23,0,
,P9286,CANADA_AB,,,,,,,,752856,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,9520,NW,Rock,Peltigera rufescens,Peltigera_wulingensis,0.963187,P2031_peltigera_wulingensis,99.646,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,"Rock. Collected from one or more of the following:  boulders, cliffs, rocks < 50 cm diam.",,,,Peltigera_wulingensis,Peltigera_wulingensis,JL31_extenuata_vnf,99.65,99,OTU499,otu83,XXXIIIb,23,0,
,P9287,CANADA_AB,,,,,,,,751918,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,8653,SW,Rock,Peltigera malacea,Peltigera_malacea_1,"0.757248, 0.061396, 0.059847, 0.051147, 0.018673, 0.018456",P754_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,"Rock. Collected from one or more of the following:  boulders, cliffs, rocks < 50 cm diam.",,,,Peltigera_malacea_1,Peltigera_malacea_1,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU378,otu401,III,23,0,
,P9288,CANADA_AB,,,,,,,,744785,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,6334,NE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_malacea_3,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU153,otu401,III,23,0,
,P9289,CANADA_AB,,,,,,,,747693,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,7278,SW,Upland,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_malacea_2,Peltigera_malacea_2,P12569_Sticta_caulescens_Chile_Crater_2_C1_P1,95.556,99,OTU46,otu143,IV,23,,
,P9290,CANADA_AB,,,,,,,,744781,93,2016,ABMI: Meagan  Butler,Canada: Alberta,93_2016,Carlos,6332,NE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.160793,-111.064606,,259,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic pine dominated forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",93,2016,,mature conifer,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,P12569_Sticta_caulescens_Chile_Crater_2_C1_P1,95.556,99,OTU47,otu143,IV,23,0,
,P9291,CANADA_AB,,,,,,,,1267957,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7444,SW,Log/Stump,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_malacea_3,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU153,otu401,III,23,0,
,P9292,CANADA_AB,,,,,,,,1267330,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7425,NE,Upland,Peltigera canina,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,,,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,100,100,0,otu43,,23,,
,P9293,CANADA_AB,,,,,,,,1267332,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7426,NE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,Peltigera_malacea_3,Peltigera_malacea_3,NOS,97.337,96,OTU153,otu230,aff_IV,23,potential new nostoc,
,P9294,CANADA_AB,,,,,,,,1267311,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7422,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,Peltigera_leucophlebia_1,Peltigera_leucophlebia_1,JL23_aphthosa_no_vnf,100,99,OTU66,otu376,XXXIIIa,23,0,
,P9295,CANADA_AB,,,,,,,,1267955,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7443,SW,Log/Stump,Peltigera aphthosa,Peltigera_britannica,"0.644616, 0.330879",P1078_peltigera_britaica,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_britannica_2,Peltigera_britannica_2,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,OTU33,otu98,VI,23,0,
,P9296,CANADA_AB,,,,,,,,1267348,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7431,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,P1110_P_fuscopraetextata_NorthAmerica,100,96,OTU47,otu121,VI,23,0,
,P9297,CANADA_AB,,,,,,,,1267309,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7421,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,OTU47,otu98,VI,23,0,
,P9298,CANADA_AB,,,,,,,,1267307,1322,2017,ABMI: Albin Bjarhall,Canada: Alberta,1322_2017,Carlos,7420,SE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.269359, 0.262291, 0.223079, 0.060145, 0.053750, 0.051458, 0.049497",P273_peltigera_malacea,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.360622,-116.184082,,1885,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (50m radius): Xeric pine forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1322,2017,,mature pine,xeric,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,Peltigera_malacea_5,Peltigera_malacea_5,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,OTU418,otu401,III,23,0,
